TransacaoID,Data,Itens,TotalItens,Categorias
T133,2025-03-17 03:24:16.613879,"Amendoim, Rum, Vodka, Cerveja Pilsen, Batata Chips, Tequila",6,"Cervejas, Destilados, Acompanhamentos"
T134,2025-06-04 09:24:16.613879,"Torradas, Salgadinhos, Cerveja IPA, Biscoito de Polvilho, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T135,2025-06-06 08:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Biscoito de Polvilho",4,"Cervejas, Acompanhamentos"
T136,2025-05-14 10:24:16.613879,"Desentupidor, Limpa-Fornos, Álcool 70%, Inseticida, Limpa Vidros, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T137,2025-03-01 09:24:16.613879,"Limpa-Fornos, Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",7,"Limpeza Geral, Limpeza Pesada"
T138,2025-03-04 08:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Pasta de Dente",4,"Limpeza Pessoal, Bebês"
T139,2025-03-29 07:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T140,2025-01-05 07:24:16.613879,"Pão Francês, Manteiga, Cerveja Zero Álcool, Cerveja Weiss, Cerveja IPA, Cerveja Lager, Leite Integral, Cerveja Artesanal",8,Cervejas
T141,2025-04-12 11:24:16.613879,"Arroz Branco, Feijão Carioca, Whisky, Óleo de Soja, Tequila",5,"Grãos, Destilados"
T142,2025-03-17 10:24:16.613879,"Limpa-Fornos, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T143,2025-06-07 09:24:16.613879,"Desentupidor, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",8,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T144,2025-06-17 10:24:16.613879,"Água Sanitária, Detergente Industrial, Amaciante, Sabão em Pó",4,"Limpeza Geral, Limpeza Pesada"
T145,2025-06-03 05:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T146,2025-01-15 06:24:16.613879,"Cachaça, Creme de Barbear, Limpa Vidros, Cerveja Weiss, Salgadinhos, Biscoito Salgado, Farinha de Mandioca, Vinho Branco, Tábua de Queijos, Sabonete Líquido, Lenço Umedecido, Vinho Tinto Seco, Vinho Rosé, Gin, Rum, Cerveja Artesanal, Batata Chips",17,"Destilados, Massas, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos, Cervejas, Acompanhamentos"
T147,2025-03-24 08:24:16.613879,"Cerveja Artesanal, Sabão em Pó, Vinho do Porto, Saco de Lixo, Rum, Tequila, Cachaça, Fio Dental, Amaciante, Sabonete Líquido, Detergente Industrial, Condicionador, Macarrão Espaguete, Limpa Vidros, Fralda M, Cerveja Weiss, Biscoito de Polvilho",17,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Vinhos, Limpeza Geral, Cervejas, Acompanhamentos"
T148,2025-04-12 05:24:16.613879,"Papinha, Feijão Carioca, Fralda G, Fralda XG, Biscoito Salgado, Macarrão Espaguete, Condicionador, Shampoo, Macarrão Penne, Farinha de Trigo, Fio Dental, Vinho Tinto Seco, Salgadinhos, Sabão em Pó, Farinha de Mandioca",15,"Massas, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Grãos, Acompanhamentos"
T149,2025-05-11 12:24:16.613879,"Macarrão Instantâneo, Fio Dental, Castanha de Caju, Torradas, Condicionador, Água Sanitária, Gin, Arroz Branco, Vinho do Porto, Cerveja Lager, Inseticida, Fralda XG, Salgadinhos",13,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T150,2025-01-31 10:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T151,2025-04-06 00:24:16.613879,"Sabonete Líquido, Fralda XG, Chupeta, Papinha, Fralda G, Pomada Assadura",6,"Limpeza Pessoal, Bebês"
T152,2025-01-15 10:24:16.613879,"Fralda M, Fralda XG, Fralda P, Mamadeira, Pomada Assadura, Leite em Pó",6,Bebês
T153,2025-05-26 22:24:16.613879,"Cerveja Artesanal, Papinha, Grão-de-Bico, Amendoim, Feijão Carioca",5,"Cervejas, Grãos, Acompanhamentos, Bebês"
T154,2025-02-14 11:24:16.613879,Pomada Assadura,1,Bebês
T155,2025-01-02 09:24:16.613879,"Arroz Branco, Feijão Carioca, Feijão Preto, Óleo de Soja, Lentilha",5,Grãos
T156,2025-05-17 03:24:16.613879,"Álcool 70%, Limpa Vidros, Sabão em Pó, Pasta de Dente, Saco de Lixo",5,"Limpeza Pessoal, Limpeza Geral"
T157,2025-05-04 03:24:16.613879,"Creme de Barbear, Cerveja Pilsen, Álcool 70%, Fralda XG, Papinha, Biscoito de Polvilho, Cachaça, Desentupidor, Lentilha, Cerveja Zero Álcool",10,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T158,2025-03-26 10:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T159,2025-05-09 03:24:16.613879,"Gin, Amaciante, Fralda XG, Vinho Branco, Sabonete Líquido, Desinfetante, Multiuso, Saco de Lixo, Tábua de Queijos, Farinha de Mandioca, Cerveja Weiss, Azeitona",12,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Vinhos, Limpeza Geral, Cervejas, Acompanhamentos"
T160,2025-04-16 22:24:16.613879,"Lentilha, Macarrão Espaguete, Salgadinhos, Amendoim, Cerveja Artesanal, Álcool 70%",6,"Massas, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T161,2025-05-01 06:24:16.613879,"Amendoim, Azeitona, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T162,2025-04-12 12:24:16.613879,"Grão-de-Bico, Pomada Assadura, Cerveja Artesanal, Pasta de Amendoim, Batata Chips, Azeitona, Arroz Branco, Sabonete Líquido, Cerveja Lager, Farinha de Mandioca, Inseticida, Tábua de Queijos, Amendoim, Whisky, Condicionador, Salgadinhos, Fralda P, Torradas",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Cervejas, Grãos, Acompanhamentos"
T163,2025-04-07 23:24:16.613879,"Salgadinhos, Macarrão Penne, Farinha de Trigo, Multiuso, Lentilha, Condicionador, Mamadeira, Amendoim, Macarrão Espaguete, Cerveja Zero Álcool, Limpa Vidros",11,"Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T164,2025-01-10 10:24:16.613879,"Leite Integral, Pão Francês, Feijão Carioca, Manteiga",4,Grãos
T165,2025-03-21 11:24:16.613879,"Condicionador, Lenço Umedecido, Fralda P, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T166,2025-04-03 05:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T167,2025-06-12 07:24:16.613879,"Pasta de Dente, Amaciante, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T168,2025-03-25 05:24:16.613879,"Amendoim, Rum, Vodka, Cachaça, Gin, Cerveja Pilsen, Batata Chips, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T169,2025-03-02 09:24:16.613879,"Amendoim, Rum, Cerveja Pilsen, Batata Chips",4,"Cervejas, Destilados, Acompanhamentos"
T170,2025-04-27 06:24:16.613879,Salgadinhos,1,Acompanhamentos
T171,2025-05-26 10:24:16.613879,"Limpa-Fornos, Desentupidor, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T172,2025-04-15 02:24:16.613879,"Leite Integral, Pão Francês, Manteiga, Whisky",4,Destilados
T173,2025-02-03 10:24:16.613879,"Cachaça, Limpa-Fornos, Amaciante, Gin, Leite em Pó, Chupeta, Batata Chips, Feijão Carioca, Biscoito Salgado, Creme de Barbear, Tequila, Álcool 70%, Arroz Branco, Macarrão Instantâneo, Farinha de Trigo",15,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Grãos, Acompanhamentos"
T174,2024-12-27 05:24:16.613879,"Castanha de Caju, Azeitona, Biscoito de Polvilho, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T175,2025-04-22 11:24:16.613879,"Fralda M, Mamadeira, Papinha, Fralda G, Leite em Pó",5,Bebês
T176,2025-04-10 06:24:16.613879,"Rum, Vinho do Porto, Limpa-Fornos, Farinha de Mandioca, Fralda M, Fralda G, Sabão em Pó, Mamadeira, Azeitona, Gin, Arroz Integral, Fio Dental, Sabonete Líquido, Leite em Pó, Macarrão Instantâneo, Desinfetante, Cachaça, Creme de Barbear, Feijão Carioca",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Grãos, Acompanhamentos"
T177,2025-01-29 02:24:16.613879,"Espumante, Farinha de Mandioca",2,"Massas, Vinhos"
T178,2025-06-01 10:24:16.613879,"Lenço Umedecido, Fralda P, Mamadeira, Pomada Assadura, Leite em Pó",5,Bebês
T179,2025-05-24 05:24:16.613879,"Fralda M, Lenço Umedecido, Fralda P, Papinha, Fralda G, Pomada Assadura, Leite em Pó",7,Bebês
T180,2025-05-09 02:24:16.613879,"Cerveja Zero Álcool, Cerveja Lager, Tequila, Farinha de Mandioca, Grão-de-Bico, Inseticida, Sabonete Líquido, Papinha, Vinho do Porto, Macarrão Espaguete, Vinho Branco, Macarrão Parafuso, Lentilha, Biscoito de Polvilho, Detergente Industrial, Limpa-Fornos, Cerveja IPA, Lenço Umedecido, Condicionador",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T181,2025-06-15 00:24:16.613879,"Condicionador, Pomada Assadura, Lenço Umedecido, Fralda P",4,"Limpeza Pessoal, Bebês"
T182,2025-03-12 05:24:16.613879,"Fralda M, Mamadeira, Papinha, Fralda G, Pomada Assadura, Leite em Pó",6,Bebês
T183,2025-04-18 23:24:16.613879,"Multiuso, Farinha de Trigo, Vinho Branco, Limpa-Fornos, Fralda XG",5,"Limpeza Pesada, Massas, Bebês, Vinhos, Limpeza Geral"
T184,2025-03-29 11:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T185,2025-02-07 02:24:16.613879,"Arroz Branco, Feijão Carioca, Inseticida, Óleo de Soja",4,"Grãos, Limpeza Pesada"
T186,2025-04-29 07:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental, Pasta de Dente",5,"Limpeza Pessoal, Bebês"
T187,2025-06-06 08:24:16.613879,"Álcool 70%, Vodka, Farinha de Trigo, Papinha, Lenço Umedecido, Água Sanitária, Arroz Integral",7,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Grãos"
T188,2025-02-26 10:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T189,2025-05-10 02:24:16.613879,"Cerveja Zero Álcool, Condicionador, Vodka, Pasta de Amendoim, Salgadinhos, Leite em Pó, Batata Chips, Cerveja Artesanal, Macarrão Penne, Pomada Assadura, Fralda M, Saco de Lixo",12,"Destilados, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Acompanhamentos"
T190,2025-03-16 10:24:16.613879,"Espumante, Vinho do Porto, Vinho Tinto Seco, Shampoo, Salgadinhos, Macarrão Penne, Tábua de Queijos, Leite em Pó, Macarrão Parafuso, Saco de Lixo, Rum, Macarrão Instantâneo, Água Sanitária, Pomada Assadura, Torradas, Fio Dental, Cerveja Weiss, Macarrão Espaguete, Sabonete Líquido, Gin",20,"Cervejas, Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Acompanhamentos"
T191,2025-03-07 09:24:16.613879,"Sabonete Líquido, Fralda XG, Papinha, Fralda G, Pomada Assadura",5,"Limpeza Pessoal, Bebês"
T192,2025-03-25 05:24:16.613879,"Arroz Branco, Feijão Carioca, Condicionador, Óleo de Soja, Fio Dental, Creme de Barbear, Shampoo",7,"Grãos, Limpeza Pessoal"
T193,2025-05-18 09:24:16.613879,"Pão Francês, Manteiga, Lenço Umedecido, Fralda P, Chupeta, Leite Integral, Pomada Assadura",7,Bebês
T194,2025-02-21 00:24:16.613879,"Amendoim, Biscoito Salgado, Torradas, Salgadinhos, Cerveja Pilsen, Batata Chips",6,"Cervejas, Acompanhamentos"
T195,2025-01-28 11:24:16.613879,"Desinfetante, Multiuso, Limpa Vidros, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T196,2025-03-14 11:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Creme de Barbear, Shampoo, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T197,2025-03-21 10:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fio Dental, Fralda P",4,"Limpeza Pessoal, Bebês"
T198,2025-03-07 10:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Tequila",4,"Cervejas, Destilados, Acompanhamentos"
T199,2025-03-04 22:24:16.613879,"Limpa-Fornos, Macarrão Espaguete, Amaciante, Leite em Pó, Batata Chips, Whisky, Papinha, Sabão em Pó, Chupeta, Pasta de Amendoim, Torradas, Pasta de Dente, Azeitona, Sabonete Líquido, Condicionador, Rum",16,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Acompanhamentos"
T200,2025-02-13 03:24:16.613879,"Desentupidor, Detergente Industrial, Multiuso, Desinfetante, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T201,2025-02-16 08:24:16.613879,"Chupeta, Amendoim, Vinho Branco, Fralda XG, Espumante, Cerveja Lager, Desentupidor, Feijão Carioca, Mamadeira",9,"Limpeza Pesada, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T202,2025-05-10 09:24:16.613879,"Amendoim, Vodka, Cerveja Pilsen, Whisky, Batata Chips",5,"Cervejas, Destilados, Acompanhamentos"
T203,2025-06-04 08:24:16.613879,"Arroz Branco, Feijão Carioca, Condicionador, Óleo de Soja, Creme de Barbear, Shampoo",6,"Grãos, Limpeza Pessoal"
T204,2025-04-06 12:24:16.613879,"Fralda G, Cerveja Artesanal, Azeitona",3,"Cervejas, Acompanhamentos, Bebês"
T205,2025-02-06 12:24:16.613879,"Shampoo, Macarrão Penne",2,"Massas, Limpeza Pessoal"
T206,2025-05-04 05:24:16.613879,"Cerveja Artesanal, Cerveja IPA, Água Sanitária, Vinho Branco, Lentilha, Tábua de Queijos, Batata Chips, Fralda G, Inseticida, Chupeta",10,"Limpeza Pesada, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T207,2025-03-15 00:24:16.613879,"Macarrão Instantâneo, Lentilha, Chupeta, Pasta de Amendoim, Vinho Rosé",5,"Massas, Vinhos, Bebês, Grãos, Acompanhamentos"
T208,2025-05-26 11:24:16.613879,"Salgadinhos, Cerveja IPA, Sabão em Pó, Desinfetante, Papinha, Macarrão Instantâneo, Saco de Lixo, Vinho Tinto Seco, Cachaça",9,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T209,2025-01-25 11:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Pasta de Dente, Creme de Barbear, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T210,2025-03-15 04:24:16.613879,"Azeitona, Rum, Whisky, Cerveja Weiss, Biscoito de Polvilho",5,"Cervejas, Destilados, Acompanhamentos"
T211,2025-01-20 11:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Desentupidor",4,"Limpeza Geral, Limpeza Pesada"
T212,2025-02-15 02:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Creme de Barbear, Shampoo, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T213,2025-02-14 03:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G, Fio Dental, Pasta de Dente, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T214,2025-03-23 01:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T215,2025-02-01 03:24:16.613879,"Whisky, Macarrão Instantâneo, Torradas, Biscoito Salgado",4,"Massas, Destilados, Acompanhamentos"
T216,2025-01-04 06:24:16.613879,"Vinho Rosé, Biscoito de Polvilho, Macarrão Parafuso, Cachaça, Feijão Carioca, Pomada Assadura, Fralda M, Condicionador, Cerveja Lager, Fralda G, Gin, Macarrão Espaguete, Farinha de Trigo, Macarrão Instantâneo, Papinha",15,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T217,2025-01-01 06:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Pilsen, Cerveja Weiss, Óleo de Soja, Cerveja Zero Álcool, Cerveja Lager, Cerveja Artesanal",8,"Cervejas, Grãos"
T218,2025-04-20 00:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T219,2025-03-28 07:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Gin",4,"Cervejas, Destilados, Acompanhamentos"
T220,2024-12-21 10:24:16.613879,"Saco de Lixo, Tequila, Amendoim, Amaciante, Whisky, Cachaça, Chupeta, Torradas, Mamadeira, Gin, Limpa Vidros, Vinho Rosé, Fio Dental",13,"Destilados, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Acompanhamentos"
T221,2025-03-01 09:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",8,"Limpeza Pessoal, Bebês"
T222,2025-02-10 23:24:16.613879,"Cerveja Artesanal, Fio Dental, Cerveja Weiss, Fralda XG",4,"Cervejas, Limpeza Pessoal, Bebês"
T223,2025-02-14 08:24:16.613879,"Amendoim, Salgadinhos, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Castanha de Caju",6,"Cervejas, Acompanhamentos"
T224,2025-06-11 05:24:16.613879,"Leite Integral, Pão Francês, Manteiga, Macarrão Penne",4,Massas
T225,2025-05-21 02:24:16.613879,"Arroz Branco, Feijão Carioca, Feijão Preto, Óleo de Soja, Grão-de-Bico, Arroz Integral",6,Grãos
T226,2025-04-04 02:24:16.613879,"Fralda M, Mamadeira, Papinha, Pomada Assadura, Leite em Pó",5,Bebês
T227,2025-04-18 08:24:16.613879,"Cachaça, Rum, Gin, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Destilados, Acompanhamentos"
T228,2025-06-04 08:24:16.613879,"Pão Francês, Manteiga, Feijão Preto, Arroz Integral, Grão-de-Bico, Leite Integral, Lentilha",7,Grãos
T229,2025-05-20 09:24:16.613879,"Cachaça, Pasta de Amendoim, Vodka, Chupeta, Farinha de Trigo, Sabão em Pó, Água Sanitária, Grão-de-Bico, Cerveja Weiss, Arroz Branco, Cerveja Artesanal, Vinho Tinto Seco",12,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T230,2024-12-24 03:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss, Gin",4,"Cervejas, Destilados, Acompanhamentos"
T231,2025-02-20 06:24:16.613879,"Macarrão Espaguete, Lenço Umedecido, Biscoito de Polvilho, Shampoo",4,"Massas, Acompanhamentos, Limpeza Pessoal, Bebês"
T232,2025-04-27 07:24:16.613879,"Condicionador, Lenço Umedecido, Fralda P, Fio Dental, Pomada Assadura, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T233,2025-05-14 03:24:16.613879,"Pão Francês, Manteiga, Inseticida, Detergente Industrial, Água Sanitária, Leite Integral",6,Limpeza Pesada
T234,2025-05-11 12:24:16.613879,Mamadeira,1,Bebês
T235,2025-05-15 09:24:16.613879,"Pasta de Dente, Amaciante, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T236,2025-03-21 02:24:16.613879,"Limpa-Fornos, Inseticida, Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",7,"Limpeza Geral, Limpeza Pesada"
T237,2025-01-09 08:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Multiuso",4,"Limpeza Geral, Limpeza Pesada"
T238,2025-04-23 08:24:16.613879,"Amendoim, Fralda G, Gin, Biscoito Salgado, Cerveja Pilsen, Vinho Branco, Pomada Assadura, Farinha de Trigo, Salgadinhos, Cerveja Lager, Detergente Industrial, Limpa-Fornos, Desentupidor, Arroz Integral",14,"Destilados, Limpeza Pesada, Massas, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T239,2024-12-25 08:24:16.613879,"Amendoim, Cachaça, Vodka, Rum, Gin, Cerveja Pilsen, Batata Chips",7,"Cervejas, Destilados, Acompanhamentos"
T240,2025-01-10 03:24:16.613879,"Azeitona, Vinho Branco, Vinho Tinto Seco, Biscoito Salgado, Espumante, Macarrão Instantâneo, Detergente Industrial, Mamadeira, Vinho do Porto, Pasta de Dente, Farinha de Mandioca, Amendoim, Shampoo, Torradas",14,"Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Acompanhamentos"
T241,2025-01-04 08:24:16.613879,"Lenço Umedecido, Fralda M, Água Sanitária, Tequila, Inseticida, Creme de Barbear, Macarrão Parafuso, Saco de Lixo, Cerveja Weiss, Cerveja Zero Álcool, Torradas, Pasta de Amendoim, Arroz Branco, Leite em Pó, Fralda XG",15,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T242,2024-12-31 03:24:16.613879,"Cachaça, Vodka, Gin, Cerveja IPA, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Destilados, Acompanhamentos"
T243,2025-05-09 09:24:16.613879,"Arroz Branco, Sabonete Líquido, Feijão Carioca, Condicionador, Óleo de Soja, Fio Dental, Creme de Barbear",7,"Grãos, Limpeza Pessoal"
T244,2025-04-01 01:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Biscoito Salgado",4,"Cervejas, Acompanhamentos"
T245,2025-01-25 01:24:16.613879,"Desentupidor, Inseticida, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó",6,"Limpeza Geral, Limpeza Pesada"
T246,2025-01-09 05:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T247,2025-03-22 08:24:16.613879,"Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",6,"Limpeza Geral, Limpeza Pesada"
T248,2025-06-01 00:24:16.613879,"Salgadinhos, Saco de Lixo, Tequila, Desinfetante, Condicionador, Espumante, Álcool 70%, Cerveja Artesanal, Cerveja Zero Álcool, Amendoim, Rum, Pasta de Amendoim, Grão-de-Bico, Shampoo",14,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T249,2025-01-22 23:24:16.613879,"Limpa Vidros, Vinho Branco, Cachaça, Cerveja Pilsen, Grão-de-Bico, Biscoito Salgado, Fralda M, Salgadinhos, Saco de Lixo, Amendoim, Vodka",11,"Destilados, Bebês, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T250,2025-05-22 09:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Fio Dental, Creme de Barbear, Shampoo, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T251,2025-02-02 08:24:16.613879,"Cerveja IPA, Desinfetante, Pasta de Dente, Sabonete Líquido, Macarrão Penne, Cerveja Zero Álcool, Limpa Vidros, Feijão Carioca, Leite em Pó, Lentilha, Espumante, Papinha, Mamadeira",13,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos"
T252,2025-04-11 10:24:16.613879,"Rum, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Destilados, Acompanhamentos"
T253,2025-02-22 11:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T254,2025-04-01 10:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
T255,2025-06-16 01:24:16.613879,"Desentupidor, Arroz Integral, Farinha de Mandioca, Arroz Branco, Pasta de Dente, Macarrão Parafuso, Macarrão Penne, Inseticida, Água Sanitária, Gin, Biscoito Salgado, Castanha de Caju, Feijão Preto",13,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Grãos, Acompanhamentos"
